event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,bar:barometric-pressure,data-decoding-software,external-temperature,gps:horizontal-accuracy-estimate,gps:speed-accuracy-estimate,gps-time-to-fix,ground-speed,heading,height-above-ellipsoid,icarus:barometric-pressure-raw,icarus:battery-voltage-raw,icarus:ecef-vx,icarus:ecef-vy,icarus:ecef-vz,icarus:ecef-x,icarus:ecef-y,icarus:ecef-z,icarus:internal-reference-raw,icarus:relative-humidity,icarus:relative-humidity-raw,icarus:reset-counter,icarus:resistance-raw,icarus:solar-cell-current,icarus:solar-cell-current-raw,icarus:solar-cell-voltage-raw,icarus:temperature0-raw,icarus:temperature1-raw,icarus:temperature2-raw,icarus:timestamp-accuracy,icarus:timestamp-source,icarus:uplink-counter,import-marked-outlier,location-error-text,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,magnetic-field-x,magnetic-field-y,magnetic-field-z,mortality-status,tag-voltage,transmission-protocol,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
18900081930,true,2021-05-30 12:46:00.000,-14.3029229,-7.9562156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"alive",4000.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483613,true,2021-05-30 13:01:00.000,-14.3029135,-7.9562063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483614,true,2021-05-31 01:02:00.000,-14.3029135,-7.9562492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483615,true,2021-05-31 13:00:00.000,-14.3019693,-7.9567213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483616,true,2021-06-01 01:01:00.000,-14.3029135,-7.9562063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483617,true,2021-06-01 13:02:00.000,-14.2985361,-7.9605408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483618,true,2021-06-02 00:26:00.000,-14.3027847,-7.9561205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483619,true,2021-06-02 01:01:00.000,-14.3028705,-7.9562063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483620,true,2021-06-02 13:02:00.000,-14.2984503,-7.9498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483621,true,2021-06-03 01:01:00.000,-14.3029135,-7.9561634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483622,true,2021-06-03 11:13:00.000,-14.2959612,-7.9536314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18939483623,true,2021-06-03 11:14:00.000,-14.2959706,-7.9536622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"alive",3900.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965314682,true,2021-06-03 13:01:00.000,-14.2958324,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965314683,true,2021-06-04 01:01:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965314684,true,2021-06-04 13:01:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965314685,true,2021-06-05 01:00:00.000,-14.2963903,-7.9495115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965314686,true,2021-06-05 13:01:00.000,-14.2958324,-7.949769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965314687,true,2021-06-05 22:54:00.000,-14.2957895,-7.949769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965314688,true,2021-06-05 22:55:00.000,-14.295799,-7.949789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"lost",4000.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965350283,true,2021-06-06 01:01:00.000,-14.2957466,-7.9499407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965350284,true,2021-06-06 13:01:00.000,-14.2958324,-7.9498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965350285,true,2021-06-07 01:01:00.000,-14.2957466,-7.9500694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965350286,true,2021-06-07 09:40:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18965350287,true,2021-06-07 09:41:00.000,-14.295799,-7.9498641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"lost",3900.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18998902985,true,2021-06-07 13:03:00.000,-14.2958324,-7.9498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18998902986,true,2021-06-08 01:01:00.000,-14.2958324,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18998902987,true,2021-06-08 22:10:00.000,-14.2958324,-7.9498119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18998902988,true,2021-06-09 01:01:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18998902989,true,2021-06-09 13:04:00.000,-14.2957895,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18998902990,true,2021-06-09 21:21:00.000,-14.2957895,-7.9498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
18998902991,true,2021-06-09 21:22:00.000,-14.2958204,-7.9498963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"lost",3900.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19016297356,true,2021-06-10 01:01:00.000,-14.2958753,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19016297357,true,2021-06-10 13:01:00.000,-14.295532,-7.9494686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
